cve_entidad,desc_entidad,cve_municipio,desc_municipio,id_indicador,indicador,2010,2011,2012,2013,2013/t3,2013/t4,2014,2014/t1,2014/t2,2014/t3,2014/t4,2015,2015/t1,2015/t2,2015/t3,2015/t4,2016,2016/t1,2016/t2,2016/t3,2016/t4,2017,2017/t1,2017/t2,2017/t3,2017/t4,2018,2018/t1,2018/t2,2018/t3,2018/t4,2019,2019/t1,2019/t2,2019/t3,2019/t4,2020,2020/t1,2020/t3,2020/t4,2021,2021/t1,2021/t2,2021/t3,2021/t4,2022,2022/t1,2022/t2,2022/t3,2022/t4,2023,2023/t1,2023/t2,2023/t3,2023/t4,2024,2024/t1,2024/t2,2024/t3,2024/t4,2025,2025/t1,2025/t2,unidad_medida
0,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200028420,Percentage of depositions of homicide,,17.6738108073314,12.3381981686985,15.059143643021653,,,18.1563149913787,,,,,18.1764121617641,,,,,18.4136901731118,,,,,20.715472435445,,,,,24.4459248972105,,,,,27.1447402936597,,,,,22.8012405491383,,,,21.2480246406732,,,,,21.936200306746,,,,,21.6960916306,,,,,21.5950162488,,,,,23.7288469283,,,Percentage
0,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200028421,Percentage of depositions of unspecified,,1.0372431238638,0.953280131997762,0.3440794795809892,,,0.428908636271858,,,,,0.313049188300796,,,,,0.429466905888792,,,,,0.602542165452834,,,,,0.309511499621561,,,,,0.460146818730845,,,,,0.618945922375876,,,,0.401695470093199,,,,,0.299733907973833,,,,,0.4324622267,,,,,0.6921561163,,,,,0.2740527819,,,Percentage
0,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200028422,Percentage of depositions of pirate products sale,,25.5236082950313,17.6876713658193,20.9909234921847,,,23.6212923806985,,,,,24.0855841959855,,,,,20.290998707158,,,,,20.5990165291381,,,,,23.3926420430429,,,,,21.6292797805615,,,,,17.442998302323,,,,16.567118473088,,,,,16.6159995159177,,,,,16.3939251064,,,,,15.5819948616,,,,,17.7905884789,,,Percentage
0,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200028423,Percentage of witnessed extortions (right of floor fee),,21.3382084994412,14.5177396861279,10.45238537822916,,,13.3338056125232,,,,,14.7306662576026,,,,,14.3348270505228,,,,,15.0869149338795,,,,,16.5821873969927,,,,,17.4301914290648,,,,,14.7038434704244,,,,14.1881698732682,,,,,15.9097060824356,,,,,16.312900541,,,,,16.9222247271,,,,,19.7710097459,,,Percentage
0,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200028424,Percentage of depositions of prostitution,,9.06804094468123,5.67130145644822,6.575847598589293,,,7.20103298512164,,,,,7.89871729523168,,,,,7.08646374126959,,,,,7.26711414449027,,,,,8.08541696610426,,,,,7.96194419750192,,,,,5.8401752248251,,,,5.92253561132783,,,,,6.27482394111044,,,,,6.0739855656,,,,,5.7763107523,,,,,5.644588937,,,Percentage
0,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200028425,Percentage of depositions of theft or frequent assaults,,40.329748023108,38.05826420737,40.7268001390409,,,43.9867824629925,,,,,45.0780795703166,,,,,45.0704050501358,,,,,47.523610623509,,,,,51.2942614046604,,,,,51.9637907358885,,,,,43.7519930396255,,,,43.5289352546264,,,,,43.921068268435,,,,,42.1896614434,,,,,39.9787308481,,,,,42.9584685254,,,Percentage
0,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200028426,Percentage of depositions of drug consumption,,41.5113345711797,36.0150770204629,40.140825127181,,,43.0416412706697,,,,,43.4711481987177,,,,,44.1460636820874,,,,,45.5541906072524,,,,,50.554044651509,,,,,51.1313435173562,,,,,46.4305793688154,,,,48.0590845249354,,,,,49.957033097333,,,,,50.4548323826,,,,,49.2947097757,,,,,52.0730401694,,,Percentage
0,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200028427,Percentage of depositions of drug sale,,26.9067543986839,20.517163573094,23.3562086115027,,,25.4378690662469,,,,,27.267400237462,,,,,28.9588443021109,,,,,30.2681098840325,,,,,33.7963313890113,,,,,35.1719933636407,,,,,31.6709894383479,,,,32.5649302311605,,,,,34.0415058550272,,,,,34.9253194034,,,,,34.5441004449,,,,,36.9701180991,,,Percentage
0,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200028428,Percentage of depositions of quarrels between neighbors,,22.0156084877971,16.7975228560644,19.3562346785134,,,21.3668990694781,,,,,22.2421795573608,,,,,20.4658831357219,,,,,21.7587286767159,,,,,22.8955412860335,,,,,23.3365587213982,,,,,22.530984904049,,,,23.4737562262576,,,,,23.5918014425355,,,,,23.2967615779,,,,,22.8957257523,,,,,24.7821177509,,,Percentage
0,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200028429,Percentage of depositions of illegal alcohol sale,,19.971955795402,15.4321321237483,18.13981256300845,,,18.7417917154568,,,,,19.685347117131,,,,,18.6403178358621,,,,,18.6183744611278,,,,,21.1227380086137,,,,,20.323378142114,,,,,18.294856557128,,,,20.1870765051756,,,,,20.9672092466377,,,,,20.880912029,,,,,19.6365506989,,,,,21.1211923949,,,Percentage
0,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200028430,Percentage of depositions of kidnapping,,11.7133860701582,9.31557360757385,11.087530870743183,,,13.4698082025224,,,,,13.6597712785001,,,,,12.9583567370074,,,,,13.618568945698,,,,,15.0228932726656,,,,,17.2403395232791,,,,,13.0291715124749,,,,11.6538397548678,,,,,12.4197806296231,,,,,11.5101805012,,,,,11.0985658928,,,,,12.8040942931,,,Percentage
0,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200028431,Percentage of depositions of police violence against citizens,,15.3249882596019,9.58465976122534,12.864720186457582,,,14.7875990286875,,,,,15.7140649661663,,,,,13.1660212468702,,,,,14.6358859638799,,,,,16.7516347184325,,,,,16.3387495430376,,,,,15.0929479577293,,,,15.0580681157671,,,,,15.4956900430057,,,,,14.7800202411,,,,,14.3595125779,,,,,16.6799445654,,,Percentage
0,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200028432,Percentage of depositions of none,,12.9250487285243,14.6833079109709,12.585104677396068,,,12.8107639461313,,,,,12.8731551379347,,,,,13.3609915748711,,,,,12.3331052088332,,,,,10.6905521201306,,,,,10.6258998123718,,,,,12.7866462261868,,,,12.2577065737901,,,,,12.3256076610054,,,,,12.126970031,,,,,12.8014921691,,,,,12.1391192806,,,Percentage
0,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200028433,Percentage of depositions about the existence of gangsters or violent gangs,,41.5852923492403,30.4319546803138,30.767500106609,,,31.9894767152857,,,,,32.7110880586883,,,,,30.5186396274739,,,,,31.2964248467097,,,,,32.7912903903442,,,,,32.7683004608232,,,,,29.3230015537829,,,,27.4339112331121,,,,,26.0641327625517,,,,,25.4412931706,,,,,25.0292563826,,,,,26.4709614557,,,Percentage
0,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200028434,Percentage of population aged 18 years and over who stopped wearing jewelry for fear of being a victim of crime,58.4810076783346,63.0060913110908,64.96963843169225,67.4251253657441,,,64.8109228794243,,,,,64.3914398831738,,,,,64.2029587687285,,,,,59.6576906486322,,,,,60.8558976024917,,,,,54.9976771346622,,,,,55.4784306947223,,,,49.735253896974,,,,,47.5208370454,,,,,45.7529204045,,,,,44.9066298292,,,,,,,,Percentage
0,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200028435,Percentage of population aged 18 years and over who stopped going for a walk for fear of being a victim of crime,28.5263510893047,29.3860060689099,32.82830451306557,34.0986248385375,,,33.1450989122688,,,,,33.4622695392813,,,,,33.4733681265736,,,,,33.3636143464279,,,,,37.4476085353227,,,,,33.9454018226314,,,,,36.3646338775316,,,,32.5723897829359,,,,,31.9020106403,,,,,31.3791401818,,,,,32.0163276172,,,,,,,,Percentage
0,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200028436,Percentage of population aged 18 years and over who stopped going to movie theaters or theaters for fear of being a victim of crime,26.7140692914979,27.181268211911,29.064986171743342,28.9662808625315,,,27.4779385987323,,,,,24.3639796395277,,,,,24.2884619947292,,,,,24.6941927207288,,,,,27.6756228841954,,,,,27.2966527920487,,,,,32.341255349133,,,,27.1650425443679,,,,,24.2020654427,,,,,22.8730120617,,,,,23.3986751148,,,,,,,,Percentage
0,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200028437,Percentage of population 18 years and over who stopped frequenting malls for fear of being a victim of crime,15.8112251545235,16.5435705890473,16.385991604728613,17.9759394337966,,,17.3249596875798,,,,,16.6276918714839,,,,,16.8143699949687,,,,,16.5020626524681,,,,,19.4128310789224,,,,,19.9498326358125,,,,,22.4548779140114,,,,18.8711284556237,,,,,16.7465464569,,,,,16.9940220032,,,,,16.7460040491,,,,,,,,Percentage
0,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200028438,Percentage of population aged 18 years and over who stopped carrying cash for fear of being a victim of crime,43.41903582345,44.5024734082757,48.654909766384485,51.9927131067496,,,49.8755468107123,,,,,48.97582411187,,,,,47.0291398777717,,,,,49.7802943938466,,,,,50.3557626291784,,,,,45.3814879394683,,,,,46.2055961539824,,,,44.1032485308588,,,,,43.4725896981,,,,,43.1180323847,,,,,44.7462194914,,,,,,,,Percentage
0,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200028439,Percentage of population aged 18 years and over who stopped visiting their relatives or friends for fear of being a victim of crime,29.2709036679849,32.6186749286737,32.468997116468266,33.0838778250874,,,32.2355854729446,,,,,31.2069446736747,,,,,31.815880546097,,,,,32.1369483986765,,,,,34.7491967898866,,,,,32.5169653687636,,,,,34.0131156663509,,,,30.5130865010333,,,,,29.2182427485,,,,,29.8018871315,,,,,30.5400285356,,,,,,,,Percentage
0,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200028440,Percentage of population aged 18 years and over who stopped using public transportation for fear of being a victim of crime,15.2071421813273,15.2032149821563,17.267441475765494,18.2061371490202,,,18.0244212533138,,,,,19.7942858326731,,,,,20.1840214818824,,,,,20.7281724038818,,,,,23.1305816607619,,,,,25.1876270360924,,,,,27.8187904473542,,,,25.136782373478,,,,,23.505016644,,,,,24.1483131492,,,,,23.5903619476,,,,,,,,Percentage
0,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200028441,Percentage of population aged 18 years and over who stopped going out at night for fear of being a victim of crime,51.6381059103061,55.1394171735493,52.374771293161146,53.2008158018926,,,50.9581029619476,,,,,51.5318393325689,,,,,50.9935998803201,,,,,51.9869538776361,,,,,53.399855407831,,,,,49.9475145613113,,,,,49.482559781698,,,,46.3496754109606,,,,,45.8686947085,,,,,45.9111987931,,,,,46.3724089148,,,,,,,,Percentage
0,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200028442,Percentage of population aged 18 years and over who stopped carrying credit or debit cards for fear of being a victim of crime,37.5669364909466,37.8576489280542,39.63857181423049,42.6897728764606,,,39.814806914567,,,,,39.146439534297,,,,,38.177176535097,,,,,37.4911921458522,,,,,38.7578233577619,,,,,33.8423014749573,,,,,34.1130537937043,,,,31.0127520357356,,,,,28.5485214879,,,,,26.6431917447,,,,,27.0841103675,,,,,,,,Percentage
0,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200028443,Percentage of population aged 18 years and over who stopped eating out for fear of being a victim of crime,24.1323364522058,25.5441899334019,27.490519147504884,29.4189797185685,,,27.0075951503905,,,,,26.1326289097289,,,,,24.7818776448855,,,,,25.6929748353367,,,,,28.4389577470962,,,,,27.6895292704784,,,,,29.2868815459483,,,,24.9895188859166,,,,,23.8300817667,,,,,22.8486230402,,,,,23.2668419559,,,,,,,,Percentage
0,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200028444,Percentage of population aged 18 years and over who stopped traveling by road to another state or municipality for fear of being a victim of crime,19.5790398610429,22.602199866268,22.304302721498477,22.5703115463172,,,21.9826377277798,,,,,20.4061067059921,,,,,20.4315334343238,,,,,20.9432000184713,,,,,23.0086209456582,,,,,23.9717718098888,,,,,24.9848161972462,,,,23.045887882094,,,,,22.1730496944,,,,,23.937725742,,,,,25.8052885313,,,,,,,,Percentage
0,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200028445,Percentage of population aged 18 years and over who stopped allowing their underage children going out for fear of being a victim of crime,57.2609804325284,62.2822905233816,62.78845801293693,69.5642801935982,,,67.892398250387,,,,,68.5848683807852,,,,,70.5394018163477,,,,,70.1136829625485,,,,,70.9742077810722,,,,,61.9045474795042,,,,,65.9625898470555,,,,62.3592022903312,,,,,62.3158525448,,,,,61.4480090632,,,,,62.6182719397,,,,,,,,Percentage
0,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200028446,Percentage of population aged 18 years and over who stopped taking taxi for fear of being a victim of crime,,,31.51790156536212,30.9603025971194,,,30.4583654890723,,,,,30.6895065521476,,,,,32.3763131853531,,,,,34.2709232411832,,,,,35.9254714219285,,,,,36.3484832811925,,,,,36.9855417187663,,,,32.5405575611779,,,,,32.883927854,,,,,32.2049994789,,,,,33.0037070264,,,,,,,,Percentage
0,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200028447,Percentage of population aged 18 years and over who stopped going to stadiums for fear of being a victim of crime,23.6296522198854,24.3217432730375,25.127822068419537,27.3899664888981,,,25.7699925335987,,,,,21.5263892936546,,,,,21.2995481844863,,,,,22.9470365518276,,,,,25.711426349225,,,,,24.8202383649865,,,,,28.9946894744599,,,,25.7190310643786,,,,,21.6001303021,,,,,20.9996811006,,,,,21.6623376782,,,,,,,,Percentage
0,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200028448,Percentage of population aged 18 years and over who stopped going to school for fear of being a victim of crime,5.6617911527701,6.07209904241309,5.170902763387382,5.48366951892259,,,4.05142985582842,,,,,6.83182232088575,,,,,7.52219846707797,,,,,4.9007985197947,,,,,7.66920567992896,,,,,7.58172762182512,,,,,7.86874064411535,,,,6.08503556501514,,,,,5.5241512645,,,,,6.6690268803,,,,,6.0720903509,,,,,,,,Percentage
0,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200028554,Percentage of people aged 18 years and over who considers unsafe their city,,69.5363430838591,66.6226742168644,72.322456767673,,,73.254528023835,,,,,73.2087386078332,,,,,72.3503544778524,,,,,74.2933799800671,,,,,79.3908849104629,,,,,78.9233152686195,,,,,78.5757463444582,,,,75.6381924809902,,,,,75.913019042658,,,,,74.6294656163,,,,,73.6215407454,,,,,75.5560505901,,,Percentage
0,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200035290,Percentage of women aged 18 years and over who reports feeling unsafe in public transportation and public spaces,,79.0741526412974,78.8249854953291,79.840030600013,,,80.7209279990156,,,,,81.1933097648589,,,,,80.5576985523913,,,,,82.0560575047973,,,,,83.0032409098284,,,,,83.7991777800104,,,,,85.8749411130513,,,,80.4398964552739,,,,,79.7874660059088,,,,,78.4603008126,,,,,76.5094035746,,,,,79.0100503607,,,Percentage
0,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200035292,Percentage of men aged 18 years and over who reports feeling unsafe in public transport and spaces,,74.2221467563514,73.8587527730224,75.3071457591329,,,74.973992354815,,,,,75.0286733749767,,,,,75.6728668823356,,,,,76.1191302024967,,,,,77.3853268817175,,,,,76.9192900220683,,,,,78.9192915678287,,,,72.1614513190963,,,,,71.5252335355489,,,,,68.4235178591,,,,,67.0179099928,,,,,69.0249973605,,,Percentage
0,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200112676,Perception of absence of corruption in the judicial system.,,25.378577339047,26.0542824097215,29.5604484130863,,,29.8177771931789,,,,,28.8070148739567,,,,,28.3390862738398,,,,,27.0930446219851,,,,,27.2937380834213,,,,,26.011600804551,,,,,25.2599578174271,,,,29.366511634683,,,,,28.0076180406211,,,,,28.9801143068,,,,,30.4962205012567,,,,,26.5082084702,,,Percentage
0,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200118580,Perception of confidence in the police,,42.3784572,42.20315625,47.15382078,,,50.05665626,,,,,48.09256058,,,,,52.00684146,,,,,52.6695655271209,,,,,51.2544848644596,,,,,53.7473840452606,,,,,53.6229342750749,,,,56.0428516716962,,,,,54.0227698711678,,,,,55.5072495184,,,,,57.3189526824348,,,,,53.758796912,,,Percentage
0,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200118581,Perception of insecurity.,,39.4817236429844,38.6741188861193,44.0113611674174,,,45.3416057555258,,,,,44.10117795049,,,,,45.38651089,,,,,45.9868988088854,,,,,50.0605008383003,,,,,50.576703345771,,,,,48.7372827584775,,,,41.9301891658331,,,,,42.1223572339197,,,,,39.8966172581,,,,,40.2107858984066,,,,,40.4629963867,,,Percentage
0,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6204327034,"Population aged 18 years and over, men",,36095787.0,35799386.0,37097696.0,,,37028535.0,,,,,37653398.0,,,,,38568067.0,,,,,39329338.0,,,,,39882102.0,,,,,,,,,,,,,,,,,,,42201498.0,,,,,43198745.0,,,,,43197784.0,,,,,43739738.0,,,People
0,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6204327035,"Population aged 18 years and over, women",,39685289.0,41605563.0,41929394.0,,,42585390.0,,,,,43259765.0,,,,,43997317.0,,,,,44559065.0,,,,,45500186.0,,,,,,,,,,,,,,,,,,,49154866.0,,,,,50296357.0,,,,,50839816.0,,,,,52056042.0,,,People
0,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6204327053,"Population aged 18 years and over who considers their colony or locality unsafe, men",,13068914.0,12886038.0,15194019.0,,,15661603.0,,,,,15160061.0,,,,,16315324.0,,,,,16647660.0,,,,,18461378.0,,,,,18963287.0,,,,,7144158.0,,,,15850185.0,,,,,15882815.0,,,,,15122562.0,,,,,15595299.0,,,,,15508841.0,,,People
0,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6204327054,"Population aged 18 years and over who considers their colony or locality to be unsafe, women",,16850761.0,17049644.0,19586879.0,,,20436629.0,,,,,20523597.0,,,,,21158223.0,,,,,21930015.0,,,,,24281423.0,,,,,25229945.0,,,,,10362099.0,,,,22021543.0,,,,,22598639.0,,,,,22178821.0,,,,,22217959.0,,,,,23253002.0,,,People
0,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6204327055,"Population aged 18 years and over who considers their state to be unsafe, men",,24144512.0,22954021.0,25826324.0,,,25841992.0,,,,,26287325.0,,,,,26623265.0,,,,,28041852.0,,,,,30429266.0,,,,,30948313.0,,,,,11989735.0,,,,30236535.0,,,,,30317212.0,,,,,30239516.0,,,,,29935592.0,,,,,31033108.0,,,People
0,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6204327056,"Population aged 18 years and over who consider their state unsafe, women",,28550877.0,28615226.0,31328009.0,,,32478813.0,,,,,32948181.0,,,,,33113083.0,,,,,34281678.0,,,,,37356488.0,,,,,38013801.0,,,,,16234391.0,,,,38080568.0,,,,,39034162.0,,,,,39535379.0,,,,,39296338.0,,,,,41346400.0,,,People
0,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6204327061,"Population aged 18 years and over who considers their municipality or delegation to be unsafe, men",,20503385.0,19748622.0,22263967.0,,,22525688.0,,,,,22769075.0,,,,,23807003.0,,,,,24657650.0,,,,,26388577.0,,,,,27224198.0,,,,,10657721.0,,,,25776422.0,,,,,25462183.0,,,,,25221202.0,,,,,24928861.0,,,,,26056812.0,,,People
0,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6204327062,"Population aged 18 years and over who considers their municipality or delegation to be unsafe, women",,25157755.0,25202578.0,27496635.0,,,28554386.0,,,,,29121366.0,,,,,29965923.0,,,,,30951185.0,,,,,33389654.0,,,,,34334587.0,,,,,14610792.0,,,,33396252.0,,,,,33810170.0,,,,,34338363.0,,,,,33806441.0,,,,,35933017.0,,,People
0,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6204327082,"Rate of people aged 18 years and over who consider their colony or locality to be unsafe, per every one hundred thousand inhabitants aged 18 years and over, men",,36206.203233635,35995.13689983398,40956.77262544823,,,42296.03736685775,,,,,40262.13251722992,,,,,42302.6749046044,,,,,42328.8589296876,,,,,46289.8821130341,,,,,46201.9785540108,,,,,44491.2915703198,,,,37747.0827323044,,,,,37635.6663926953,,,,,35006.9475397954,,,,,36102.0810697141,,,,,35457.0962450667,,,"Cases per 100,000 inhabitants"
0,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6204327083,"Rate of people aged 18 years and over who consider their colony or locality to be unsafe, per every one hundred thousand inhabitants aged 18 years and over, women",,42460.975904698586,40979.24116541819,46713.95680080661,,,47989.76597372949,,,,,47442.69184079017,,,,,48089.8028395686,,,,,49215.60854115767,,,,,53365.5466815015,,,,,54451.9650285107,,,,,52169.9170349162,,,,45564.5604893266,,,,,45974.3680310307,,,,,44096.2771916065,,,,,43701.8871193397,,,,,44669.1701993017,,,"Cases per 100,000 inhabitants"
0,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6204327084,"Rate of people aged 18 years and over who consider their state to be unsafe, per every one hundred thousand inhabitants aged 18 years and over, men",,66890.11102597651,64118.47678057943,69617.0565417324,,,69789.39890546574,,,,,69813.95145266836,,,,,69029.2956605785,,,,,71300.08646471496,,,,,76298.0496865486,,,,,75402.1859980716,,,,,74667.8328972943,,,,72008.0546809528,,,,,71839.1844763425,,,,,70000.9132209744,,,,,69298.9066290993,,,,,70949.4601910967,,,"Cases per 100,000 inhabitants"
0,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6204327085,"Rate of people aged 18 years and over who consider their state insecure, per every one hundred thousand inhabitants aged 18 and over, women",,71943.22561188857,68777.40363710497,74716.10250317474,,,76267.50160090116,,,,,76163.56908087688,,,,,75261.596065051,,,,,76935.36208625563,,,,,82101.8358034844,,,,,82042.4365829084,,,,,81735.0646410916,,,,78792.1329628862,,,,,79410.5755470883,,,,,78604.8560137268,,,,,77294.4142834821,,,,,79426.7070861822,,,"Cases per 100,000 inhabitants"
